dataset_id,version,title,status,path,format,rows,columns,grain,synthetic,generator_path,seed,source_url,licence,checksum,chapters,notebooks,exercises,figures,data_dictionary_path,limitations
nrg-ch43-sample,1.0.0,Chapter 43 reader sample: Recommendation and Ranking,released,data/generated/ch43_sample.csv,CSV,960,16,One synthetic distributor-product candidate per row for 80 distributors and 12 catalogue items,yes,scripts/data/generate_ch43_sample.py,43,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:db337a0890793f99951276461ecc2808874a586d766f4fca147bedf945a2e3ed,43,notebooks/part_03_data_science/ch43_recommendation_ranking.ipynb,exercises/**/ch43_*.md,fig-43-01;fig-43-02,data/dictionaries/ch43_data_dictionary.csv,Synthetic sparse implicit interactions with 72 chronological holdouts; non-interaction is not a dislike; one distributor returns four eligible recommendations rather than filling with an ineligible item
nrg-ch44-sample,1.0.0,Chapter 44 reader sample: Text Data and Introductory Natural Language Processing,released,data/generated/ch44_sample.csv,CSV,320,13,One synthetic multilingual distributor message per row across 160 two-message conversations,yes,scripts/data/generate_ch44_sample.py,44,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:6d050de803243afb6ab6ca517fee90deac1b41ecd40edcf28093203b034fcb98,44,notebooks/part_03_data_science/ch44_text_nlp.ipynb,exercises/**/ch44_*.md,fig-44-01;fig-44-02,data/dictionaries/ch44_data_dictionary.csv,Synthetic Indonesian and English messages; chronological conversation-level split; TF-IDF fitted only on 256 training rows; illustrative probabilities are uncalibrated
nrg-ch45-sample,1.0.0,Chapter 45 reader sample: Survival and Time-to-Event Analysis,released,data/generated/ch45_sample.csv,CSV,240,12,One synthetic distributor follow-up record per row with explicit entry event and censoring fields,yes,scripts/data/generate_ch45_sample.py,45,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:69bf3cec43fa4e74f2e5fea39f20bd8450ab5a435d14dd8bcbad20e8e9781c36,45,notebooks/part_03_data_science/ch45_survival_time_to_event.ipynb,exercises/**/ch45_*.md,fig-45-01;fig-45-02,data/dictionaries/ch45_data_dictionary.csv,Synthetic observational comparison with 136 churns and 104 administrative right-censored records; group differences are not causal effects
nrg-ch46-sample,1.0.0,Chapter 46 reader sample: Introductory Causal Inference,released,data/generated/ch46_sample.csv,CSV,600,13,One synthetic eligible Indonesian distributor per row with baseline assignment weighting and outcome fields,yes,scripts/data/generate_ch46_sample.py,46,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:dab569d109d5c5e3764c5e9dcd5b65719f381fefddc86e5763438565f2867634,46,notebooks/part_03_data_science/ch46_introductory_causal_inference.ipynb,exercises/**/ch46_*.md,fig-46-01;fig-46-02,data/dictionaries/ch46_data_dictionary.csv,Synthetic benchmark with both potential outcomes exposed for teaching only; real studies observe one outcome per unit; measured balance does not rule out unmeasured confounding
nrg-ch47-sample,1.0.0,"Chapter 47 reader sample: Calibration, Comparison, and Explainable AI",released,data/generated/ch47_sample.csv,CSV,1200,15,One synthetic shipment prediction per chronological row with isolated model-fitting recalibration and final-test partitions,yes,scripts/data/generate_ch47_sample.py,47,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:baf49fdafb9f8bd0759b30b61823b908a80fdbf7f49ad5131fdfb733485ad80b,47,notebooks/part_03_data_science/ch47_calibration_comparison_explainable_ai.ipynb,exercises/**/ch47_*.md,fig-47-01;fig-47-02,data/dictionaries/ch47_data_dictionary.csv,Synthetic stable-process example; raw probabilities are deliberately overconfident; recalibration and importance remain population model and metric specific and do not establish causality or fairness
nrg-ch48-sample,1.0.0,"Chapter 48 reader sample: Deployment, Drift, Monitoring, and Retraining",released,data/generated/ch48_sample.csv,CSV,12,18,One synthetic weekly production cohort per row linking release service data drift delayed-label incident and response measures,yes,scripts/data/generate_ch48_sample.py,48,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:d532f16047fcfd58d6a0315980be884b92e6c7df34cd844650aa731496345f25,48,notebooks/part_03_data_science/ch48_deployment_drift_monitoring_retraining.ipynb,exercises/**/ch48_*.md,fig-48-01;fig-48-02,data/dictionaries/ch48_data_dictionary.csv,Synthetic aggregate ledger with illustrative thresholds; PSI alarms require diagnosis; recent cohort outcomes are deliberately incomplete and Brier scores are withheld below 80 percent label coverage
nrg-ch49-sample,1.0.0,Chapter 49 reader sample: When Deep Learning Earns Its Cost,released,data/generated/ch49_sample.csv,CSV,8,23,One synthetic package-inspection proposal per row with incremental quality lifecycle economics four readiness gates and a governed recommendation,yes,scripts/data/generate_ch49_sample.py,49,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:764e64219046a987988f3fc20b147a53d0d472dd152e277fab5dcd32c0ece08a,49,notebooks/part_04_deep_learning/ch49_when_deep_learning_earns_cost.ipynb,exercises/**/ch49_*.md,fig-49-01;fig-49-02,data/dictionaries/ch49_data_dictionary.csv,Synthetic point estimates omit uncertainty capacity effects and reuse benefits; value per correction and lifecycle costs are illustrative; a pilot still requires locked-test subgroup latency security and rights evidence
nrg-ch50-sample,1.0.0,Chapter 50 reader sample: From a Linear Model to an Artificial Neuron,released,data/generated/ch50_sample.csv,CSV,240,13,One synthetic package per row with standardized sensor inputs label fitted neuron outputs loss gradient signal boundary distance and threshold decision,yes,scripts/data/generate_ch50_sample.py,50,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:4beddacd7840d1cde2b7865013d4a866a5211be956593bc6bc5ace1ae75e1d71,50,notebooks/part_04_deep_learning/ch50_linear_model_artificial_neuron.ipynb,exercises/**/ch50_*.md,fig-50-01;fig-50-02,data/dictionaries/ch50_data_dictionary.csv,Synthetic training data only; falling training loss and in-sample accuracy do not estimate generalization calibration operational value or causal effects; standardization is illustrative and production transforms must be learned on training data only
nrg-ch51-sample,1.0.0,"Chapter 51 reader sample: Layers, Activations, Losses, and Forward Propagation",released,data/generated/ch51_sample.csv,CSV,32,28,One synthetic package per row with four standardized inputs a complete six-unit hidden trace three output logits softmax probabilities predicted class and cross-entropy contribution,yes,scripts/data/generate_ch51_sample.py,51,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:d57b935df83017d16526e6c0e53f4f925fc4ae549a4be6d24b55334ce245f59a,51,notebooks/part_04_deep_learning/ch51_layers_activations_losses_forward_propagation.ipynb,exercises/**/ch51_*.md,fig-51-01;fig-51-02,data/dictionaries/ch51_data_dictionary.csv,Synthetic fixed-parameter forward-pass trace only; in-sample accuracy is illustrative and not evidence of training quality generalization calibration operational value or causal meaning for hidden units
nrg-ch52-sample,1.0.0,"Chapter 52 reader sample: Gradients, Backpropagation, and Optimisation",released,data/generated/ch52_sample.csv,CSV,2400,14,One full-batch XOR training epoch per row across three learning-rate runs with loss gradient norm numerical gradient check and final probabilities,yes,scripts/data/generate_ch52_sample.py,2,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:8c61bb6d3f6a69b66d6ee5858bbf1d5e554eece2ea1e0334247fa25cdaf75580,52,notebooks/part_04_deep_learning/ch52_gradients_backpropagation_optimisation.ipynb,exercises/**/ch52_*.md,fig-52-01;fig-52-02,data/dictionaries/ch52_data_dictionary.csv,Synthetic full-batch XOR optimization only; three rates and one initialization do not establish robust convergence generalization or production fitness; training loss is not an operational metric
nrg-ch53-sample,1.0.0,"Chapter 53 reader sample: Regularisation, Initialization, and Normalisation",released,data/generated/ch53_sample.csv,CSV,8,24,One hidden layer per row with activation-aware initialization diagnostics and repeated training-control benchmarks,yes,scripts/data/generate_ch53_sample.py,53 for the input matrix; 1 through 8 for layer weights; 7 for dropout,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:92c25048d3ce03ec793d130cf6ce578b4d0508c2e07310289fd11e9de469da9c,53,notebooks/part_04_deep_learning/ch53_regularisation_initialization_normalisation.ipynb,exercises/**/ch53_*.md,fig-53-01;fig-53-02,data/dictionaries/ch53_data_dictionary.csv,Educational signal-propagation and control benchmarks only; one input draw and one per-layer seed sequence do not establish robustness or predictive performance; preprocessing statistics must be fit on training data only
nrg-ch54-sample,1.0.0,Chapter 54 reader sample: Convolutional Neural Networks,released,data/generated/ch54_sample.csv,CSV,144,20,One synthetic input pixel per row with its padded cross-correlation response mapped pooling cell shape arithmetic receptive field and parameter benchmarks,yes,scripts/data/generate_ch54_sample.py,not applicable; fixed image and kernel reproduce the chapter examples,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:8767f0322fb8c1b3cc4b6ffec3471f7458731d12f35a5ef5b4f702f744068f6a,54,notebooks/part_04_deep_learning/ch54_convolutional_neural_networks.ipynb,exercises/**/ch54_*.md,fig-54-01;fig-54-02,data/dictionaries/ch54_data_dictionary.csv,Synthetic single-channel image and hand-specified vertical-edge kernel only; responses do not represent a trained detector localization evidence predictive performance or deployment robustness
nrg-ch55-sample,1.0.0,"Chapter 55 reader sample: Sequences, Attention, and Transformers",released,data/generated/ch55_sample.csv,CSV,25,26,One query-token and source-token pair per row with scaled compatibility unmasked and causal weights outputs and source-position encoding,yes,scripts/data/generate_ch55_sample.py,not applicable; fixed vectors reproduce the notebook attention example,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:bfdd5c4ca8c49b7470856dcaec2c2603255d839436350363ee9a5a46449511b7,55,notebooks/part_04_deep_learning/ch55_sequences_attention_transformers.ipynb,exercises/**/ch55_*.md,fig-55-01;fig-55-02,data/dictionaries/ch55_data_dictionary.csv,Educational five-token single-head attention trace with hand-specified vectors only; weights are not faithful explanations causal effects evidence of understanding or model-performance estimates
nrg-ch56-sample,1.0.0,"Chapter 56 reader sample: Autoencoders, Transfer Learning, and Generative Models",released,data/generated/ch56_sample.csv,CSV,61,19,One synthetic package per row with fit role observed signals latent coordinates reconstruction residuals error threshold flag and rank,yes,scripts/data/generate_ch56_sample.py,56,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:d96b3aa7ac0ec574cc794f186d413b763efb79ed1ef65e33715827db969710e8,56,notebooks/part_04_deep_learning/ch56_autoencoders_transfer_learning_generative_models.ipynb,exercises/**/ch56_*.md,fig-56-01;fig-56-02,data/dictionaries/ch56_data_dictionary.csv,Synthetic linear-autoencoder example only; the in-sample routine 95th percentile is illustrative and reconstruction error is not a defect probability; production thresholds require held-out labeled validation subgroup checks workload limits and expert review
nrg-ch57-sample,1.0.0,"Chapter 57 reader sample: Deep Learning for Tables, Text, Images, and Time Series",released,data/generated/ch57_sample.csv,CSV,4,24,One synthetic modality comparison per row with decision data unit baseline neural candidate split rule quality compute monitoring and fallback,yes,scripts/data/generate_ch57_sample.py,not applicable; fixed values reproduce the notebook comparison,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:12c0c7a1fa174e9c3892caf0aea447421a5517b3a929b735a3c2e357e74574ee,57,notebooks/part_04_deep_learning/ch57_deep_learning_tables_text_images_time_series.ipynb,exercises/**/ch57_*.md,fig-57-01;fig-57-02,data/dictionaries/ch57_data_dictionary.csv,Synthetic teaching assumptions only and not production benchmarks; quality scales may not be directly comparable across decisions; value-per-compute omits labeling memory energy maintenance uncertainty and business error costs
nrg-ch58-sample,1.0.0,"Chapter 58 reader sample: Error Analysis, Interpretation, Responsibility, and Deployment",released,data/generated/ch58_sample.csv,CSV,12,31,One synthetic package decision per row with governed identifiers slices outcomes investigation hypotheses consequence queues ownership fallback and release status,yes,scripts/data/generate_ch58_sample.py,not applicable; fixed values reproduce the notebook error inventory,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:70b246d77ef2218b774550dc44f039b5a5e1bee8071261a592222e669fda0b37,58,notebooks/part_04_deep_learning/ch58_error_analysis_interpretation_responsibility_deployment.ipynb,exercises/**/ch58_*.md,fig-58-01;fig-58-02,data/dictionaries/ch58_data_dictionary.csv,Synthetic 12-package teaching inventory with unstable small slices and illustrative consequence values; error mechanisms are hypotheses not causal findings; release remains blocked until rollback is defined tested approved and linked to monitoring
nrg-ch59-sample,1.0.0,Chapter 59 reader sample: Demand Forecasting and Inventory-Risk Planning at NRG,released,data/generated/ch59_sample.csv,CSV,312,33,One weekly product and Jakarta distribution-centre observation with chronological role final-holdout baselines errors and a governed two-week replenishment decision,yes,scripts/data/generate_ch59_sample.py,20260828,,See CONTENT_LICENSE.md; permitted with companion code for learning and experimentation,sha256:b596f27832d08c4f16e6f6e313cf9f0972b262caa7edf56fc50d8cc2994f865f,59,notebooks/part_06_capstone/ch59_demand_forecasting_inventory_risk_nrg.ipynb,exercises/**/ch59_*.md,fig-59-01;fig-59-02;fig-59-03;fig-59-04;fig-59-05;fig-59-06,data/dictionaries/nrg_data_dictionary.csv,Synthetic teaching data with normally unobservable latent demand and fixed inventory assumptions; empirical errors may not survive structural change and the policy omits expiry uncertain lead times shared capacity multi-echelon transfers and supplier minimums
